Contract_ID,tenure,CustomerID,Contract,PaperlessBilling,PaymentMethod
CONT3568,14,C3568,Month-to-month,Yes,Credit card (automatic)
CONT3569,21,C3569,Month-to-month,Yes,Bank transfer (automatic)
CONT3570,17,C3570,One year,No,Mailed check
CONT3571,16,C3571,Two year,No,Mailed check
CONT3572,35,C3572,Month-to-month,Yes,Electronic check
CONT3573,32,C3573,Month-to-month,Yes,Electronic check
CONT3574,28,C3574,Month-to-month,Yes,Bank transfer (automatic)
CONT3575,1,C3575,Month-to-month,Yes,Mailed check
CONT3576,59,C3576,Month-to-month,Yes,Electronic check
CONT3577,72,C3577,One year,Yes,Bank transfer (automatic)
CONT3578,36,C3578,One year,Yes,Mailed check
CONT3579,40,C3579,Month-to-month,No,Mailed check
CONT3580,40,C3580,Month-to-month,Yes,Electronic check
CONT3581,9,C3581,Month-to-month,Yes,Mailed check
CONT3582,63,C3582,Two year,No,Credit card (automatic)
CONT3583,3,C3583,Month-to-month,Yes,Electronic check
CONT3584,40,C3584,One year,No,Mailed check
CONT3585,8,C3585,Month-to-month,Yes,Mailed check
CONT3586,34,C3586,One year,No,Mailed check
CONT3587,5,C3587,Month-to-month,No,Mailed check
CONT3588,9,C3588,Month-to-month,Yes,Credit card (automatic)
CONT3589,9,C3589,Month-to-month,Yes,Credit card (automatic)
CONT3590,31,C3590,Month-to-month,No,Bank transfer (automatic)
CONT3591,50,C3591,One year,Yes,Bank transfer (automatic)
CONT3592,2,C3592,Month-to-month,Yes,Electronic check
CONT3593,1,C3593,Month-to-month,Yes,Electronic check
CONT3594,8,C3594,Month-to-month,Yes,Mailed check
CONT3595,9,C3595,Month-to-month,No,Electronic check
CONT3596,2,C3596,Month-to-month,Yes,Bank transfer (automatic)
CONT3597,3,C3597,Month-to-month,No,Electronic check
CONT3598,25,C3598,Month-to-month,Yes,Credit card (automatic)
CONT3599,1,C3599,Month-to-month,No,Electronic check
CONT3600,45,C3600,Month-to-month,No,Mailed check
CONT3601,51,C3601,Month-to-month,Yes,Electronic check
CONT3602,55,C3602,Month-to-month,No,Credit card (automatic)
CONT3603,38,C3603,Month-to-month,Yes,Bank transfer (automatic)
CONT3604,2,C3604,Month-to-month,No,Mailed check
CONT3605,38,C3605,Month-to-month,No,Electronic check
CONT3606,34,C3606,Month-to-month,Yes,Electronic check
CONT3607,70,C3607,One year,Yes,Electronic check
CONT3608,13,C3608,One year,No,Mailed check
CONT3609,39,C3609,Month-to-month,No,Electronic check
CONT3610,61,C3610,One year,Yes,Electronic check
CONT3611,12,C3611,Month-to-month,Yes,Bank transfer (automatic)
CONT3612,41,C3612,Two year,Yes,Credit card (automatic)
CONT3613,21,C3613,Month-to-month,Yes,Electronic check
CONT3614,55,C3614,One year,Yes,Bank transfer (automatic)
CONT3615,69,C3615,Two year,No,Bank transfer (automatic)
CONT3616,26,C3616,Month-to-month,No,Electronic check
CONT3617,69,C3617,One year,No,Credit card (automatic)
CONT3618,18,C3618,Month-to-month,Yes,Electronic check
CONT3619,47,C3619,Month-to-month,No,Electronic check
CONT3620,72,C3620,Two year,No,Bank transfer (automatic)
CONT3621,33,C3621,Month-to-month,Yes,Electronic check
CONT3622,2,C3622,Month-to-month,Yes,Mailed check
CONT3623,72,C3623,Two year,No,Credit card (automatic)
CONT3624,37,C3624,Month-to-month,Yes,Bank transfer (automatic)
CONT3625,62,C3625,Month-to-month,Yes,Credit card (automatic)
CONT3626,71,C3626,Two year,No,Credit card (automatic)
CONT3627,23,C3627,Month-to-month,Yes,Bank transfer (automatic)
CONT3628,16,C3628,One year,No,Mailed check
CONT3629,9,C3629,Month-to-month,Yes,Mailed check
CONT3630,17,C3630,Two year,Yes,Mailed check
CONT3631,4,C3631,Month-to-month,No,Bank transfer (automatic)
CONT3632,1,C3632,Month-to-month,Yes,Electronic check
CONT3633,24,C3633,Month-to-month,Yes,Mailed check
CONT3634,1,C3634,Month-to-month,Yes,Electronic check
CONT3635,72,C3635,Two year,No,Bank transfer (automatic)
CONT3636,72,C3636,Two year,No,Electronic check
CONT3637,11,C3637,Month-to-month,No,Credit card (automatic)
CONT3638,9,C3638,Month-to-month,No,Mailed check
CONT3639,2,C3639,Month-to-month,No,Credit card (automatic)
CONT3640,60,C3640,One year,Yes,Credit card (automatic)
CONT3641,29,C3641,Month-to-month,Yes,Electronic check
CONT3642,49,C3642,Two year,Yes,Bank transfer (automatic)
CONT3643,30,C3643,Month-to-month,Yes,Electronic check
CONT3644,53,C3644,One year,No,Credit card (automatic)
CONT3645,39,C3645,Two year,No,Mailed check
CONT3646,9,C3646,Month-to-month,No,Mailed check
CONT3647,39,C3647,One year,No,Electronic check
CONT3648,8,C3648,Month-to-month,Yes,Electronic check
CONT3649,51,C3649,One year,Yes,Electronic check
CONT3650,71,C3650,Two year,No,Credit card (automatic)
CONT3651,71,C3651,Two year,Yes,Mailed check
CONT3652,70,C3652,Two year,Yes,Credit card (automatic)
CONT3653,1,C3653,Month-to-month,No,Electronic check
CONT3654,38,C3654,Two year,Yes,Bank transfer (automatic)
CONT3655,28,C3655,Month-to-month,No,Credit card (automatic)
CONT3656,32,C3656,Month-to-month,No,Bank transfer (automatic)
CONT3657,49,C3657,Two year,No,Mailed check
CONT3658,37,C3658,Two year,Yes,Bank transfer (automatic)
CONT3659,10,C3659,Month-to-month,No,Electronic check
CONT3660,67,C3660,One year,No,Credit card (automatic)
CONT3661,7,C3661,One year,Yes,Credit card (automatic)
CONT3662,51,C3662,One year,No,Credit card (automatic)
CONT3663,9,C3663,Month-to-month,No,Electronic check
CONT3664,9,C3664,Month-to-month,Yes,Mailed check
CONT3665,4,C3665,Month-to-month,Yes,Mailed check
CONT3666,71,C3666,Two year,Yes,Electronic check
CONT3667,50,C3667,Month-to-month,Yes,Bank transfer (automatic)
CONT3668,24,C3668,Two year,Yes,Electronic check
CONT3669,22,C3669,One year,Yes,Bank transfer (automatic)
CONT3670,44,C3670,Month-to-month,Yes,Electronic check
CONT3671,33,C3671,Month-to-month,No,Bank transfer (automatic)
CONT3672,1,C3672,Month-to-month,Yes,Electronic check
CONT3673,54,C3673,One year,Yes,Credit card (automatic)
CONT3674,42,C3674,Month-to-month,Yes,Electronic check
CONT3675,1,C3675,Month-to-month,No,Electronic check
CONT3676,1,C3676,Month-to-month,No,Mailed check
CONT3677,30,C3677,One year,No,Electronic check
CONT3678,1,C3678,Month-to-month,No,Mailed check
CONT3679,16,C3679,Month-to-month,No,Electronic check
CONT3680,1,C3680,Month-to-month,Yes,Mailed check
CONT3681,9,C3681,Month-to-month,No,Mailed check
CONT3682,46,C3682,Month-to-month,Yes,Electronic check
CONT3683,1,C3683,Month-to-month,Yes,Electronic check
CONT3684,71,C3684,Two year,No,Bank transfer (automatic)
CONT3685,43,C3685,Month-to-month,Yes,Credit card (automatic)
CONT3686,50,C3686,One year,Yes,Bank transfer (automatic)
CONT3687,13,C3687,Month-to-month,Yes,Mailed check
CONT3688,19,C3688,One year,No,Bank transfer (automatic)
CONT3689,41,C3689,Month-to-month,No,Bank transfer (automatic)
CONT3690,1,C3690,Month-to-month,Yes,Electronic check
CONT3691,24,C3691,Month-to-month,Yes,Credit card (automatic)
CONT3692,40,C3692,One year,No,Bank transfer (automatic)
CONT3693,3,C3693,Month-to-month,Yes,Bank transfer (automatic)
CONT3694,37,C3694,One year,No,Bank transfer (automatic)
CONT3695,67,C3695,Two year,Yes,Credit card (automatic)
CONT3696,32,C3696,Month-to-month,Yes,Electronic check
CONT3697,6,C3697,Month-to-month,Yes,Electronic check
CONT3698,32,C3698,Month-to-month,No,Electronic check
CONT3699,59,C3699,Month-to-month,Yes,Electronic check
CONT3700,30,C3700,One year,No,Bank transfer (automatic)
CONT3701,20,C3701,Month-to-month,Yes,Electronic check
CONT3702,27,C3702,Two year,No,Electronic check
CONT3703,20,C3703,Month-to-month,Yes,Electronic check
CONT3704,9,C3704,One year,No,Mailed check
CONT3705,68,C3705,One year,Yes,Credit card (automatic)
CONT3706,69,C3706,Two year,No,Credit card (automatic)
CONT3707,26,C3707,Month-to-month,Yes,Mailed check
CONT3708,69,C3708,Two year,No,Bank transfer (automatic)
CONT3709,11,C3709,Two year,No,Mailed check
CONT3710,1,C3710,Month-to-month,No,Mailed check
CONT3711,10,C3711,One year,No,Mailed check
CONT3712,55,C3712,One year,Yes,Bank transfer (automatic)
CONT3713,44,C3713,One year,No,Electronic check
CONT3714,46,C3714,Month-to-month,Yes,Electronic check
CONT3715,69,C3715,Two year,Yes,Bank transfer (automatic)
CONT3716,11,C3716,Month-to-month,Yes,Electronic check
CONT3717,11,C3717,Month-to-month,Yes,Electronic check
CONT3718,29,C3718,Month-to-month,No,Bank transfer (automatic)
CONT3719,57,C3719,Month-to-month,Yes,Electronic check
CONT3720,28,C3720,One year,No,Credit card (automatic)
CONT3721,42,C3721,Month-to-month,No,Credit card (automatic)
CONT3722,2,C3722,Month-to-month,No,Mailed check
CONT3723,23,C3723,One year,No,Bank transfer (automatic)
CONT3724,18,C3724,Month-to-month,No,Mailed check
CONT3725,62,C3725,One year,No,Bank transfer (automatic)
CONT3726,1,C3726,Month-to-month,Yes,Mailed check
CONT3727,16,C3727,Month-to-month,Yes,Credit card (automatic)
CONT3728,3,C3728,Month-to-month,Yes,Electronic check
CONT3729,67,C3729,One year,Yes,Bank transfer (automatic)
CONT3730,62,C3730,Two year,Yes,Credit card (automatic)
CONT3731,57,C3731,Month-to-month,Yes,Credit card (automatic)
CONT3732,2,C3732,Month-to-month,Yes,Electronic check
CONT3733,23,C3733,Two year,Yes,Bank transfer (automatic)
CONT3734,25,C3734,Two year,No,Bank transfer (automatic)
CONT3735,72,C3735,Two year,Yes,Bank transfer (automatic)
CONT3736,2,C3736,Month-to-month,Yes,Electronic check
CONT3737,8,C3737,One year,Yes,Bank transfer (automatic)
CONT3738,5,C3738,Month-to-month,Yes,Mailed check
CONT3739,35,C3739,Month-to-month,No,Electronic check
CONT3740,24,C3740,One year,No,Electronic check
CONT3741,2,C3741,Month-to-month,Yes,Electronic check
CONT3742,72,C3742,Two year,Yes,Credit card (automatic)
CONT3743,41,C3743,Month-to-month,Yes,Electronic check
CONT3744,4,C3744,Month-to-month,No,Electronic check
CONT3745,26,C3745,One year,No,Bank transfer (automatic)
CONT3746,7,C3746,Month-to-month,Yes,Electronic check
CONT3747,1,C3747,Month-to-month,Yes,Electronic check
CONT3748,4,C3748,Month-to-month,Yes,Mailed check
CONT3749,48,C3749,Two year,No,Credit card (automatic)
CONT3750,2,C3750,Month-to-month,Yes,Electronic check
CONT3751,12,C3751,One year,Yes,Electronic check
CONT3752,60,C3752,Month-to-month,Yes,Bank transfer (automatic)
CONT3753,55,C3753,Two year,Yes,Electronic check
CONT3754,1,C3754,Month-to-month,No,Mailed check
CONT3755,1,C3755,Month-to-month,No,Mailed check
CONT3756,4,C3756,Month-to-month,Yes,Electronic check
CONT3757,1,C3757,Month-to-month,Yes,Mailed check
CONT3758,42,C3758,Two year,No,Credit card (automatic)
CONT3759,1,C3759,Month-to-month,No,Bank transfer (automatic)
CONT3760,7,C3760,Month-to-month,Yes,Credit card (automatic)
CONT3761,3,C3761,Month-to-month,Yes,Credit card (automatic)
CONT3762,72,C3762,Two year,Yes,Credit card (automatic)
CONT3763,15,C3763,Month-to-month,Yes,Electronic check
CONT3764,4,C3764,Month-to-month,Yes,Electronic check
CONT3765,11,C3765,One year,No,Electronic check
CONT3766,5,C3766,Month-to-month,No,Mailed check
CONT3767,1,C3767,Month-to-month,Yes,Electronic check
CONT3768,72,C3768,Two year,Yes,Credit card (automatic)
CONT3769,55,C3769,Month-to-month,Yes,Credit card (automatic)
CONT3770,40,C3770,Month-to-month,Yes,Electronic check
CONT3771,57,C3771,Two year,No,Bank transfer (automatic)
CONT3772,1,C3772,Month-to-month,Yes,Electronic check
CONT3773,1,C3773,Month-to-month,Yes,Electronic check
CONT3774,1,C3774,Month-to-month,No,Mailed check
CONT3775,52,C3775,One year,Yes,Electronic check
CONT3776,41,C3776,Month-to-month,Yes,Electronic check
CONT3777,43,C3777,One year,Yes,Mailed check
CONT3778,47,C3778,Two year,No,Bank transfer (automatic)
CONT3779,3,C3779,Month-to-month,No,Bank transfer (automatic)
CONT3780,66,C3780,Two year,No,Credit card (automatic)
CONT3781,55,C3781,Two year,Yes,Credit card (automatic)
CONT3782,29,C3782,One year,No,Mailed check
CONT3783,12,C3783,Month-to-month,Yes,Electronic check
CONT3784,66,C3784,Month-to-month,Yes,Electronic check
CONT3785,35,C3785,Month-to-month,Yes,Electronic check
CONT3786,10,C3786,Month-to-month,Yes,Electronic check
CONT3787,27,C3787,Month-to-month,Yes,Bank transfer (automatic)
CONT3788,58,C3788,Month-to-month,Yes,Electronic check
CONT3789,54,C3789,Two year,No,Bank transfer (automatic)
CONT3790,9,C3790,Month-to-month,No,Mailed check
CONT3791,2,C3791,One year,No,Credit card (automatic)
CONT3792,6,C3792,Month-to-month,Yes,Electronic check
CONT3793,26,C3793,Month-to-month,Yes,Electronic check
CONT3794,9,C3794,Month-to-month,No,Mailed check
CONT3795,8,C3795,Month-to-month,Yes,Mailed check
CONT3796,12,C3796,Month-to-month,Yes,Electronic check
CONT3797,15,C3797,Month-to-month,Yes,Electronic check
CONT3798,43,C3798,One year,Yes,Electronic check
CONT3799,42,C3799,Month-to-month,Yes,Electronic check
CONT3800,31,C3800,Month-to-month,No,Credit card (automatic)
CONT3801,66,C3801,Two year,Yes,Credit card (automatic)
CONT3802,18,C3802,Month-to-month,Yes,Electronic check
CONT3803,1,C3803,Month-to-month,No,Mailed check
CONT3804,61,C3804,Two year,Yes,Electronic check
CONT3805,10,C3805,Month-to-month,No,Electronic check
CONT3806,1,C3806,Month-to-month,Yes,Electronic check
CONT3807,18,C3807,Month-to-month,Yes,Electronic check
CONT3808,24,C3808,Month-to-month,Yes,Electronic check
CONT3809,3,C3809,Month-to-month,No,Mailed check
CONT3810,50,C3810,One year,No,Credit card (automatic)
CONT3811,1,C3811,Month-to-month,No,Electronic check
CONT3812,2,C3812,Month-to-month,Yes,Mailed check
CONT3813,17,C3813,One year,Yes,Bank transfer (automatic)
CONT3814,69,C3814,Two year,Yes,Electronic check
CONT3815,72,C3815,Two year,Yes,Credit card (automatic)
CONT3816,3,C3816,Month-to-month,Yes,Electronic check
CONT3817,50,C3817,Two year,Yes,Bank transfer (automatic)
CONT3818,53,C3818,Two year,No,Mailed check
CONT3819,58,C3819,Two year,Yes,Credit card (automatic)
CONT3820,46,C3820,One year,Yes,Bank transfer (automatic)
CONT3821,72,C3821,Month-to-month,Yes,Credit card (automatic)
CONT3822,1,C3822,Month-to-month,Yes,Electronic check
CONT3823,6,C3823,Month-to-month,Yes,Mailed check
CONT3824,72,C3824,Two year,No,Bank transfer (automatic)
CONT3825,4,C3825,Month-to-month,Yes,Mailed check
CONT3826,52,C3826,Two year,No,Mailed check
CONT3827,0,C3827,Two year,No,Mailed check
CONT3828,2,C3828,One year,No,Mailed check
CONT3829,65,C3829,Two year,No,Bank transfer (automatic)
CONT3830,43,C3830,Month-to-month,Yes,Electronic check
CONT3831,4,C3831,Month-to-month,Yes,Electronic check
CONT3832,25,C3832,One year,Yes,Electronic check
CONT3833,51,C3833,One year,Yes,Credit card (automatic)
CONT3834,12,C3834,Month-to-month,No,Bank transfer (automatic)
CONT3835,57,C3835,One year,Yes,Bank transfer (automatic)
CONT3836,24,C3836,One year,No,Mailed check
CONT3837,64,C3837,One year,No,Bank transfer (automatic)
CONT3838,4,C3838,One year,Yes,Electronic check
CONT3839,26,C3839,Month-to-month,Yes,Bank transfer (automatic)
CONT3840,15,C3840,Month-to-month,No,Mailed check
CONT3841,64,C3841,Two year,No,Credit card (automatic)
CONT3842,36,C3842,Month-to-month,Yes,Electronic check
CONT3843,27,C3843,Month-to-month,No,Credit card (automatic)
CONT3844,1,C3844,Month-to-month,No,Mailed check
CONT3845,35,C3845,One year,Yes,Credit card (automatic)
CONT3846,4,C3846,Month-to-month,Yes,Electronic check
CONT3847,8,C3847,Month-to-month,Yes,Electronic check
CONT3848,10,C3848,Month-to-month,Yes,Credit card (automatic)
CONT3849,2,C3849,Month-to-month,No,Mailed check
CONT3850,58,C3850,Two year,Yes,Bank transfer (automatic)
CONT3851,51,C3851,Two year,Yes,Credit card (automatic)
CONT3852,46,C3852,Two year,Yes,Mailed check
CONT3853,1,C3853,Month-to-month,Yes,Bank transfer (automatic)
CONT3854,46,C3854,Month-to-month,No,Bank transfer (automatic)
CONT3855,50,C3855,Month-to-month,Yes,Bank transfer (automatic)
CONT3856,53,C3856,Month-to-month,No,Credit card (automatic)
CONT3857,61,C3857,Month-to-month,Yes,Electronic check
CONT3858,5,C3858,Month-to-month,No,Bank transfer (automatic)
CONT3859,47,C3859,One year,Yes,Bank transfer (automatic)
CONT3860,54,C3860,One year,Yes,Bank transfer (automatic)
CONT3861,19,C3861,Month-to-month,Yes,Credit card (automatic)
CONT3862,26,C3862,Two year,Yes,Electronic check
CONT3863,70,C3863,Two year,No,Mailed check
CONT3864,17,C3864,Month-to-month,Yes,Electronic check
CONT3865,30,C3865,Month-to-month,Yes,Electronic check
CONT3866,1,C3866,Month-to-month,No,Mailed check
CONT3867,19,C3867,Two year,No,Mailed check
CONT3868,26,C3868,Two year,Yes,Credit card (automatic)
CONT3869,21,C3869,Month-to-month,Yes,Bank transfer (automatic)
CONT3870,50,C3870,One year,Yes,Electronic check
CONT3871,68,C3871,One year,Yes,Electronic check
CONT3872,3,C3872,Month-to-month,Yes,Bank transfer (automatic)
CONT3873,9,C3873,Month-to-month,No,Electronic check
CONT3874,51,C3874,Two year,No,Bank transfer (automatic)
CONT3875,9,C3875,Month-to-month,Yes,Electronic check
CONT3876,41,C3876,One year,Yes,Electronic check
CONT3877,22,C3877,Month-to-month,Yes,Electronic check
CONT3878,21,C3878,One year,Yes,Electronic check
CONT3879,71,C3879,Two year,Yes,Bank transfer (automatic)
CONT3880,1,C3880,Month-to-month,No,Electronic check
CONT3881,26,C3881,One year,Yes,Credit card (automatic)
CONT3882,71,C3882,Two year,No,Bank transfer (automatic)
CONT3883,4,C3883,Month-to-month,Yes,Credit card (automatic)
CONT3884,12,C3884,Month-to-month,Yes,Electronic check
CONT3885,18,C3885,Month-to-month,Yes,Electronic check
CONT3886,3,C3886,Month-to-month,Yes,Electronic check
CONT3887,72,C3887,One year,Yes,Bank transfer (automatic)
CONT3888,11,C3888,Month-to-month,No,Electronic check
CONT3889,1,C3889,Month-to-month,No,Credit card (automatic)
CONT3890,13,C3890,One year,No,Credit card (automatic)
CONT3891,72,C3891,One year,Yes,Electronic check
CONT3892,42,C3892,One year,No,Credit card (automatic)
CONT3893,17,C3893,Month-to-month,No,Credit card (automatic)
CONT3894,7,C3894,Month-to-month,Yes,Mailed check
CONT3895,68,C3895,Two year,No,Mailed check
CONT3896,56,C3896,Two year,No,Bank transfer (automatic)
CONT3897,38,C3897,One year,No,Mailed check
CONT3898,72,C3898,Two year,Yes,Electronic check
CONT3899,48,C3899,One year,No,Credit card (automatic)
CONT3900,52,C3900,Month-to-month,Yes,Electronic check
CONT3901,35,C3901,One year,No,Mailed check
CONT3902,67,C3902,Two year,Yes,Bank transfer (automatic)
CONT3903,1,C3903,Month-to-month,No,Mailed check
CONT3904,53,C3904,Month-to-month,Yes,Mailed check
CONT3905,34,C3905,Month-to-month,No,Mailed check
CONT3906,3,C3906,Month-to-month,No,Credit card (automatic)
CONT3907,1,C3907,Month-to-month,No,Electronic check
CONT3908,19,C3908,Month-to-month,No,Mailed check
CONT3909,60,C3909,Two year,Yes,Bank transfer (automatic)
CONT3910,11,C3910,Two year,No,Credit card (automatic)
CONT3911,47,C3911,Month-to-month,Yes,Electronic check
CONT3912,18,C3912,Month-to-month,No,Electronic check
CONT3913,60,C3913,Two year,No,Credit card (automatic)
